-0.5250702,-1.5421257,2.4238281,0.0,0.0,0.0
128.58588,-30.06372,-182.21759,4.415604,0.9988164,529.6362
3.6858826,-0.91051483,-6.239441,4.415604,0.9988164,529.6362
-23.921906,3.6558075,31.964172,4.415604,0.9988164,529.6362
1.1369934,-1.9006729,-1.1585388,4.415604,0.9988164,529.6362
-134.26208,34.524303,182.83484,31.315727,-0.99582946,581.67535
-3.8604126,5.66774,-1.903656,31.315727,-0.99582946,581.67535
76.33539,-3.4093132,-129.36423,31.315727,-0.99582946,581.67535
-36.73062,3.6403275,49.60132,31.315727,-0.99582946,581.67535
-6.0283356,-7.1387634,10.141876,1.667017,0.73169166,468.31952
-0.30995178,1.0928764,3.8006592,1.667017,0.73169166,468.31952
3.5303802,-2.6863174,-4.663574,1.667017,0.73169166,468.31952
16.15181,-13.448021,-28.937744,1.667017,0.73169166,468.31952
-9.237091,3.8169556,15.206726,9.999661,-0.98669505,521.8286
1.5524292,-1.5768776,3.2572632,9.999661,-0.98669505,521.8286
2.3132324,2.5377693,3.0478516,9.999661,-0.98669505,521.8286
-13.623718,0.9735527,22.046082,9.999661,-0.98669505,521.8286
0.42391968,4.1800156,0.8013916,1.3316278,-0.6430981,466.65607
-0.47846985,2.292118,1.7452698,1.3316278,-0.6430981,466.65607
0.6656647,-0.62696075,0.66348267,1.3316278,-0.6430981,466.65607
0.35546875,-1.9303627,3.6544495,1.3316278,-0.6430981,466.65607
-4.5727844,1.8544502,6.945282,5.439616,-1.0,519.8784
-38.296448,6.038048,54.883575,5.439616,-1.0,519.8784
-1.4856262,3.8199768,0.84954834,5.439616,-1.0,519.8784
-1.4134674,-0.7375412,2.0909424,5.439616,-1.0,519.8784
48.325165,-6.43705,-72.40057,1.4489744,0.990646,475.32867
0.5932007,0.525383,-0.8200073,1.4489744,0.990646,475.32867
0.66537476,2.5198822,-1.7903748,1.4489744,0.990646,475.32867
-0.9673462,1.2023239,2.1349487,1.4489744,0.990646,475.32867
-3.8684387,-4.281193,-0.087768555,4.0004587,-0.5923513,523.6952
-4.1203613,0.30788422,0.5279541,4.0004587,-0.5923513,523.6952
-0.29278564,-1.0702019,4.0977783,4.0004587,-0.5923513,523.6952
-6.4990234,-1.5819359,-6.7998657,4.0004587,-0.5923513,523.6952
2.6852417,-4.360859,-2.8041382,1.5814835,0.3717603,522.4382
0.4340515,-4.682068,-9.542847,1.5814835,0.3717603,522.4382
-3.212616,4.398033,9.2187805,1.5814835,0.3717603,522.4382
2.8068542,-2.131401,3.327942,1.5814835,0.3717603,522.4382
-1.8638306,2.4733887,5.546295,5.0659766,-0.9966025,520.5139
-0.84210205,-0.83926773,2.6265564,5.0659766,-0.9966025,520.5139
-4.1245728,0.7630997,-0.8069458,5.0659766,-0.9966025,520.5139
-15.964035,0.88357544,25.851349,5.0659766,-0.9966025,520.5139
-1.6454163,1.0069733,1.3123474,3.3773313,-0.9955739,450.89127
25.33908,-2.1227188,-37.28766,3.3773313,-0.9955739,450.89127
-2.302246,0.75115585,4.782074,3.3773313,-0.9955739,450.89127
-1.2672272,1.3556595,9.341095,3.3773313,-0.9955739,450.89127
-0.48687744,-2.1093216,3.325348,2.6400094,-0.9917326,477.0236
0.020889282,-1.0588913,2.8011475,2.6400094,-0.9917326,477.0236
-1.6878204,-1.6242447,1.2237244,2.6400094,-0.9917326,477.0236
-2.0645142,0.91176987,2.0102234,2.6400094,-0.9917326,477.0236
-0.30363464,2.700447,4.7586975,4.7230144,-0.9998909,479.47824
-2.6026917,-0.96961975,0.1031189,4.7230144,-0.9998909,479.47824
-2.4670868,4.611599,3.2115479,4.7230144,-0.9998909,479.47824
-35.837097,5.9523163,60.408875,4.7230144,-0.9998909,479.47824
29.891434,-10.491257,-52.301636,1.2137908,0.47320655,418.1775
-28.390884,9.551075,45.946777,1.2137908,0.47320655,418.1775
1.2339172,0.05025482,-4.936676,1.2137908,0.47320655,418.1775
-2.4580994,-0.4002266,2.8403625,1.2137908,0.47320655,418.1775
4.608368,-2.9054222,-10.293091,9.452084,0.99491715,397.60577
-3.3924255,-4.0261536,3.801056,9.452084,0.99491715,397.60577
13.33313,-3.5341682,-22.53955,9.452084,0.99491715,397.60577
3.3659363,-4.070858,-6.846863,9.452084,0.99491715,397.60577
-3.8336334,1.4711609,4.8742065,4.666783,-0.999826,396.25717
-0.709198,-0.9279785,3.2792053,4.666783,-0.999826,396.25717
16.672623,-3.5586662,-26.2641,4.666783,-0.999826,396.25717
-18.172485,6.3989754,32.509766,4.666783,-0.999826,396.25717
5.921875,0.4011879,-9.570862,3.9609487,0.98716533,382.86456
-0.84555054,0.0049476624,3.4891357,3.9609487,0.98716533,382.86456
12.709564,-2.3910103,-20.799988,3.9609487,0.98716533,382.86456
-6.384445,0.33019257,12.619843,3.9609487,0.98716533,382.86456
4.403946,1.2964554,-0.1619873,2.752982,1.5170239E-4,397.51468
0.30323792,-0.030769348,3.018219,2.752982,1.5170239E-4,397.51468
-4.556839,-2.3451385,5.1817627,2.752982,1.5170239E-4,397.51468
6.534195,0.23682404,-2.8832397,2.752982,1.5170239E-4,397.51468
0.31495667,-0.803566,3.1284485,3.1864448,-0.93073124,393.45752
1.2711029,-0.5242348,4.0985413,3.1864448,-0.93073124,393.45752
-1.84198,1.3493462,3.1231995,3.1864448,-0.93073124,393.45752
-1.5521393,-0.560379,0.24365234,3.1864448,-0.93073124,393.45752
-5.5796967,0.43666458,3.4292297,4.333009,-0.9722176,363.85214
-2.770935,-0.3994484,-1.6549683,4.333009,-0.9722176,363.85214
-3.4937134,2.4335213,6.8816223,4.333009,-0.9722176,363.85214
-1.7412567,1.8444824,2.5585938,4.333009,-0.9722176,363.85214
-2.0210724,-0.8080902,2.549652,0.8670073,-0.99408793,343.28616
-0.5199127,-1.0436058,1.4799194,0.8670073,-0.99408793,343.28616
-0.23945618,-1.2642632,0.07897949,0.8670073,-0.99408793,343.28616
2.2833405,-4.5721054,-6.122162,0.8670073,-0.99408793,343.28616
-0.6531372,1.1633377,-0.39797974,3.7928581,-0.9955845,355.15692
2.058136,-3.8766136,0.94628906,3.7928581,-0.9955845,355.15692
-3.932434,4.0256844,5.096527,3.7928581,-0.9955845,355.15692
-5.400894,10.006306,8.545441,3.7928581,-0.9955845,355.15692
0.06941223,-1.0103874,0.6670532,1.0165074,-0.7101584,328.11877
0.3665619,2.9555092,1.6671143,1.0165074,-0.7101584,328.11877
-0.008285522,1.0692558,1.3186646,1.0165074,-0.7101584,328.11877
2.033432,-1.9496689,-1.38797,1.0165074,-0.7101584,328.11877
-0.5784149,-1.174221,-0.122528076,0.54860955,-0.03725061,323.14954
-0.2680359,-0.8494568,0.7531738,0.54860955,-0.03725061,323.14954
1.1659088,-1.7797356,-4.6496887,0.54860955,-0.03725061,323.14954
1.7045441,1.6466446,0.92678833,0.54860955,-0.03725061,323.14954
-0.8608856,0.8834305,1.498291,0.9054793,-0.7336525,326.22238
-0.89338684,-0.98373413,-1.0487366,0.9054793,-0.7336525,326.22238
6.479706,-0.20937729,-3.8188477,0.9054793,-0.7336525,326.22238
-4.057968,0.26522064,3.612152,0.9054793,-0.7336525,326.22238
-8.639923,-2.0430603,10.007751,2.493733,-0.042331688,320.72565
-2.7658386,2.6700401,-1.7357178,2.493733,-0.042331688,320.72565
-1.5412903,1.1279716,-0.77893066,2.493733,-0.042331688,320.72565
0.22265625,-0.78857803,-4.509308,2.493733,-0.042331688,320.72565
-0.830246,-0.0118255615,0.4154358,0.89914125,-0.9914794,316.44025
0.09538269,-0.015991211,0.99523926,0.89914125,-0.9914794,316.44025
-0.28501892,2.5382843,-0.022094727,0.89914125,-0.9914794,316.44025
-2.9047089,1.4052238,3.019165,0.89914125,-0.9914794,316.44025
0.5042877,-0.69879913,-0.7500305,1.807038,-0.9919797,310.43625
-0.47000122,-1.3301125,2.3801575,1.807038,-0.9919797,310.43625
-0.95661926,2.1148643,1.819397,1.807038,-0.9919797,310.43625
-1.4218445,2.2739182,1.5011902,1.807038,-0.9919797,310.43625
0.66607666,-0.39880753,1.0974121,2.8104305,-0.6098897,302.14108
1.4062805,0.11791611,4.127472,2.8104305,-0.6098897,302.14108
6.854309,-5.75272,-8.558655,2.8104305,-0.6098897,302.14108
-1.0726929,2.286354,6.797241,2.8104305,-0.6098897,302.14108
3.8313446,-3.6851692,-4.0314026,2.8565006,-0.99275637,305.9342
-6.0502625,0.8054619,10.212692,2.8565006,-0.99275637,305.9342
1.4762573,1.8276825,3.00206,2.8565006,-0.99275637,305.9342
-3.9607086,0.8250923,2.1424408,2.8565006,-0.99275637,305.9342
-5.713043,-0.16268921,13.771057,0.0,0.0,0.0
-3.8607178,-0.02217102,6.097992,0.0,0.0,0.0
