-1.2532356,-1.2283916
-1.2517868,-1.2263314
-1.2528657,-1.2289537
-1.3486481,-1.3190882
-1.3696797,-1.3394535
-1.3696462,-1.3390733
-1.3702459,-1.3394198
-1.3701887,-1.3397808
-1.372555,-1.3416994
-1.3721945,-1.3421123
-1.3733748,-1.3437537
-1.3731627,-1.3432846
-1.3723876,-1.3417709
-1.3679711,-1.3361648
-1.3640702,-1.3319805
-1.3619164,-1.3305677
-1.3618239,-1.33063
-1.3576862,-1.3284003
-1.3448414,-1.3225116
-1.342661,-1.3177038
-1.3401287,-1.3127577
-1.329884,-1.310163
-1.3301128,-1.307238
-1.3609338,-1.3099425
-1.359966,-1.3102875
-1.3538127,-1.3079209
-1.3496782,-1.3113662
-1.3514265,-1.3058552
-1.3551537,-1.3072616
-1.3583007,-1.3060699
-1.3570899,-1.3048502
-1.3471868,-1.3035095
-1.3488485,-1.3083969
-1.3584882,-1.3229836
-1.3516603,-1.3338563
-1.358493,-1.3336169
-1.3548716,-1.3183998
-1.2773542,-1.3101528
-1.1903578,-1.3053914
-1.1951947,-1.298429
-1.1349609,-1.2944944
-1.1327628,-1.3010005
-1.154399,-1.3070475
-1.1597576,-1.3095617
-1.1535895,-1.312041
-1.1728042,-1.3047403
-1.1920103,-1.2851471
-1.1580317,-1.2732575
-1.0292134,-1.1879218
-1.0059762,-1.1507406
-1.0054044,-1.1350206
-1.0026728,-1.1405164
-1.0008422,-1.1565329
-1.0045362,-1.1622629
-1.0116875,-1.1784751
-1.0222812,-1.1799698
-1.0243261,-1.1759336
-1.0298091,-1.1520029
-1.0267508,-1.1457193
-1.0227534,-1.1324071
-1.0219041,-1.1212431
-1.0174063,-1.1384968
-1.0069201,-1.1400783
-1.0029261,-1.1399057
-0.9983016,-1.1356806
-0.97873116,-1.1245794
-0.93536854,-1.0858388
-0.8831227,-1.0171406
-0.8585148,-1.0068069
-0.8475958,-1.0082191
-0.85644865,-1.018199
-0.86158824,-1.0248756
-0.8864999,-1.0434396
-0.9082031,-1.065337
-0.9230697,-1.094763
-0.9329175,-1.1100794
-0.94460404,-1.1155425
-0.9324404,-1.1090328
-0.89895725,-1.0353508
-0.86719704,-1.0017362
-0.86087894,-1.0009577
-0.8365352,-0.9937489
-0.8269701,-0.9827845
-0.8120959,-0.98864794
-0.82074237,-0.98839283
-0.83260596,-0.995283
-0.8618784,-1.0045171
-0.8672364,-1.0181732
-0.87249553,-1.0301839
-0.89022934,-1.0645305
-0.90233135,-1.0791688
-0.9217888,-1.0890354
-0.92957413,-1.1027387
-0.9228165,-1.1074178
-0.9129808,-1.0764062
-0.8516048,-0.9981545
-0.83691907,-0.98601866
-0.82565343,-0.98675
-0.82069826,-0.98713636
-0.819729,-0.99117696
-0.81681263,-0.9877888
-0.83480537,-0.991577
-0.8406869,-1.0045997
-0.8293699,-1.0161327
-0.85796213,-1.0341814
-0.8761611,-1.0390854
-0.8908423,-1.0530502
-0.87874556,-1.0467582
-0.8892976,-1.0368515
-0.8792145,-1.0370648
-0.8592069,-1.0051632
-0.8407117,-0.9806353
-0.83682394,-0.9852171
-0.83602595,-0.98936677
-0.837371,-0.9909667
-0.836854,-0.99130225
-0.83633137,-0.98980594
-0.83403194,-0.9879643
-0.8306831,-0.9823283
-0.8289559,-0.982569
-0.8294252,-0.98242867
-0.83774436,-0.98584926
-0.8569803,-0.9964826
-0.8874881,-1.0099418
-0.9029205,-1.025523
-0.9166467,-1.0455484
-0.9245784,-1.0671663
-0.92571557,-1.0946971
-0.9111978,-1.103624
-0.9142839,-1.1164714
-0.8741393,-1.083231
-0.85194373,-1.0397005
-0.8500874,-1.0340798
-0.84567404,-1.0128319
-0.84343827,-0.99876416
-0.8414428,-0.99601316
-0.83740926,-0.9937804
-0.8366668,-0.9944241
-0.8333976,-0.99231005
-0.83264005,-0.99002445
-0.83384216,-0.9931675
-0.8394592,-0.9997251
-0.844432,-1.0060967
-0.85611045,-1.017413
-0.8724153,-1.0234406
-0.8998587,-1.0301807
-0.923843,-0.9468218
-0.93443084,-0.9535723
-0.95722187,-0.9625977
-0.9783343,-0.97650945
-0.99492097,-0.99481726
-1.0024,-1.0007702
-1.0058966,-1.0022075
-1.008401,-1.0062495
-1.0113374,-1.0092353
-1.0080348,-1.0057567
-1.0077534,-1.007
-1.00569,-1.005989
