24.466217,9.669678,3.7184715,0.91695964,0.33381924
24.861786,4.3613777,10.214043,0.91695964,0.33381924
8.5589905,0.2739792,5.304287,0.91695964,0.33381924
2.3890686,0.91454315,-9.347961,0.91695964,0.33381924
-223.21344,-31.965778,41.945457,0.91695964,0.33381924
43.061646,8.957153,-2.448944,0.91695964,0.33381924
13.357849,-2.9994278,6.286621,0.91695964,0.33381924
-121.17987,-13.276665,23.95449,0.91695964,0.33381924
57.549805,4.3572006,-11.541321,0.91695964,0.33381924
33.54712,8.777695,-6.77404,0.91695964,0.33381924
-42.179016,-3.6176605,7.7301483,0.91695964,0.33381924
-19.380127,-4.4054337,-0.11592102,0.91695964,0.33381924
16.010925,5.260704,-3.4005585,0.91695964,0.33381924
-13.272583,-1.2565308,1.3964157,0.91695964,0.33381924
5.121582,-2.1872635,0.43749237,0.91695964,0.33381924
1.8190308,-0.5782547,-3.6954346,0.91695964,0.33381924
-52.074646,-7.506363,12.560463,0.91695964,0.33381924
-2.812317,4.235939,0.9006958,0.91695964,0.33381924
-29.469543,-3.116249,15.791756,0.91695964,0.33381924
82.12848,8.229759,-15.501556,0.91695964,0.33381924
-46.986816,-2.1729507,-0.6904068,0.91695964,0.33381924
45.17926,2.7554321,-15.020134,0.91695964,0.33381924
-10.323608,-1.6168823,0.33374023,0.91695964,0.33381924
37.861816,7.8386765,-7.0341644,0.91695964,0.33381924
28.347717,3.5590668,-4.4827423,0.91695964,0.33381924
-7.555908,3.7109528,2.234314,0.91695964,0.33381924
-10.156433,2.1792412,-1.7745972,0.91695964,0.33381924
-58.375732,-3.9573555,9.736443,0.91695964,0.33381924
-1.5264893,4.6123924,1.6551514,0.91695964,0.33381924
4.5542603,3.9299774,0.0077285767,0.91695964,0.33381924
3.4019775,-3.7338905,7.801529,0.91695964,0.33381924
-0.17193604,-2.7323227,8.071045,0.91695964,0.33381924
21.065979,0.73558426,-0.449852,0.91695964,0.33381924
-0.9789429,2.7645416,13.453392,0.91695964,0.33381924
-35.41443,-3.844738,5.7746887,0.91695964,0.33381924
39.441345,3.171875,-1.339386,0.91695964,0.33381924
-46.89435,0.003921509,21.22792,0.91695964,0.33381924
-0.96875,-0.8002281,-5.980957,0.91695964,0.33381924
63.957397,6.8590813,-13.828659,4.7746325,0.8342734
0.6218872,-0.41846085,-1.0977707,4.7746325,0.8342734
-9.461975,-1.6548042,-2.513504,4.7746325,0.8342734
-31.939392,-3.8432655,1.5993042,4.7746325,0.8342734
7.0301514,-0.45816803,-2.6135921,0.0,0.0
7.6638184,-0.079956055,-3.7318726,2.787824,-0.7151832
-4.51001,-1.2856674,-1.3337097,2.787824,-0.7151832
18.376831,1.4130783,-3.1288147,2.787824,-0.7151832
-4.321106,3.599434,0.9445648,2.787824,-0.7151832
10.607788,0.65841675,-3.6351624,1.4331692,0.5728115
-9.017517,-1.630703,-0.7457733,1.4331692,0.5728115
1.6784058,-0.05204773,-1.3405838,1.4331692,0.5728115
-3.6438599,0.0060653687,-0.55002594,1.4331692,0.5728115
0.23083496,0.17454529,-0.19478607,0.42816633,-0.9894612
7.3308716,0.20388794,-1.2166977,0.42816633,-0.9894612
-14.652405,-1.8330345,6.699562,0.42816633,-0.9894612
0.59228516,0.18756866,-0.041389465,0.42816633,-0.9894612
0.2979126,-0.071006775,-1.0984421,2.052182,-0.90151674
3.118225,-0.0875473,-1.1765976,2.052182,-0.90151674
10.645996,-4.117752,-1.9205017,2.052182,-0.90151674
-4.8970947,-0.6272049,5.9711914,2.052182,-0.90151674
-0.49676514,-0.28637695,-0.33226013,2.8623,0.9446132
-4.5874634,-0.33468628,-0.045013428,2.8623,0.9446132
-17.569214,-2.2204742,2.6759186,2.8623,0.9446132
-0.28118896,-1.2818146,5.411812,2.8623,0.9446132
-4.0808105,-0.65961456,0.2728958,2.0690064,0.99906516
-13.450195,-0.088897705,1.7164154,2.0690064,0.99906516
-0.03302002,0.48428345,0.17381287,2.0690064,0.99906516
14.722046,-2.970749,-3.0101776,2.0690064,0.99906516
5.4055176,0.53987885,-1.4366684,4.1906796,0.98027176
-11.647583,-1.4671631,1.1827545,4.1906796,0.98027176
-8.060242,-0.45602417,-0.12088013,4.1906796,0.98027176
-0.31072998,0.2328186,-0.29626465,4.1906796,0.98027176
-3.144226,4.8980255,-0.52394867,1.9642264,-0.9401526
-5.663086,-4.499489,0.83236694,1.9642264,-0.9401526
6.6098633,1.1414566,-1.325943,1.9642264,-0.9401526
13.723328,0.8898926,-1.6364594,1.9642264,-0.9401526
-17.577515,-2.4995728,2.9452286,3.5658357,0.99758244
-3.2304688,-0.4382782,0.22917175,3.5658357,0.99758244
-1.7727661,4.450142,0.2851944,3.5658357,0.99758244
-3.8826294,-0.9640274,-0.057266235,3.5658357,0.99758244
1.9302979,-0.10050964,-0.9707947,1.603463,-0.6661638
-0.15093994,-0.03125,-0.9577255,1.603463,-0.6661638
2.7768555,-1.0842361,-2.3380737,1.603463,-0.6661638
-3.609558,-0.31762695,-1.6972122,1.603463,-0.6661638
19.20697,5.8417892,-1.1818848,9.123645,-0.9959956
-18.711914,-3.7588043,0.45456696,9.123645,-0.9959956
56.178345,3.7778473,-8.287521,9.123645,-0.9959956
-0.9741821,0.7201309,4.2058487,9.123645,-0.9959956
9.30188,-4.305107,-1.6186752,2.5447857,0.92663765
-13.86499,-1.9817352,1.634407,2.5447857,0.92663765
-8.389343,3.4584122,0.35395813,2.5447857,0.92663765
3.4594116,0.15259552,-2.5541306,2.5447857,0.92663765
-0.07086182,-1.1277542,-0.5147476,3.201143,0.931258
-9.070862,-0.35688782,-1.6173325,3.201143,0.931258
-4.0619507,-0.19122314,0.34451294,3.201143,0.931258
-2.1486206,-1.7250443,-1.040268,3.201143,0.931258
45.182312,3.0102386,-5.633354,16.051872,0.999073
-15.708618,-2.946434,1.3298035,16.051872,0.999073
-16.279846,-3.223648,1.3884048,16.051872,0.999073
-45.99237,-2.1642303,4.1051865,16.051872,0.999073
-20.284119,0.23640442,6.517456,4.8474617,0.96098566
-5.672058,-4.3058395,1.3263245,4.8474617,0.96098566
2.7537842,-3.6428986,-3.512436,4.8474617,0.96098566
-3.2330322,1.9497604,2.506546,4.8474617,0.96098566
-6.933899,-2.3370056,6.1114273,2.258426,0.061895944
57.92505,4.298218,-8.9166565,2.258426,0.061895944
-6.1830444,0.34888458,2.0964584,2.258426,0.061895944
6.506592,3.33461,2.4087906,2.258426,0.061895944
8.539124,-5.748337,1.7787933,18.674969,0.99344426
94.39911,7.5532684,-12.359283,18.674969,0.99344426
-88.18457,-4.415634,10.384705,18.674969,0.99344426
-44.652344,-7.169777,7.7528915,18.674969,0.99344426
5.633545,2.6647263,1.2172241,4.0229225,-0.99963236
1.6680908,5.3264694,-0.6752014,4.0229225,-0.99963236
218.42538,24.8806,-35.517593,4.0229225,-0.99963236
2.302124,-0.68829346,-0.651741,4.0229225,-0.99963236
-13.212463,5.337555,-3.5821457,5.811686,-0.9824239
63.456665,3.6777267,-11.150169,5.811686,-0.9824239
7.5720215,-7.84626,0.33889008,5.811686,-0.9824239
3.505005,4.209587,0.06046295,5.811686,-0.9824239
22.905823,2.2655792,-3.162384,13.903026,-0.9980291
4.867798,0.13005066,1.8198471,13.903026,-0.9980291
-23.166504,-3.1074753,2.8520584,13.903026,-0.9980291
46.65503,7.327736,-4.010727,13.903026,-0.9980291
204.56516,23.349136,-24.78609,3.5553858,-0.25831267
-167.53427,-17.297348,22.497608,3.5553858,-0.25831267
-0.041381836,-0.71868134,6.4653397,3.5553858,-0.25831267
2.6992188,-3.690071,0.1300354,3.5553858,-0.25831267
-33.64514,-9.212479,9.134438,13.414162,0.9991113
-1.5097046,4.9053345,0.6772537,13.414162,0.9991113
-25.180542,-0.44689178,2.041153,13.414162,0.9991113
170.68274,22.967152,-23.10696,13.414162,0.9991113
