71,0.1627131,0.06010923,1.9956853,-0.15503722,-1.384185,-0.52284527
76,0.16340484,0.059318505,1.9928592,-0.15382622,-1.3830564,-0.48575628
114,0.16503823,0.059700154,1.9904561,-0.137607,-1.3836858,-0.46316433
136,0.1667227,0.059078354,1.9857991,-0.12998529,-1.3850176,-0.47694468
168,0.16902047,0.05841595,1.9831837,-0.122144595,-1.3861506,-0.4751867
203,0.17031197,0.058206413,1.980594,-0.11918886,-1.3833377,-0.46276343
236,0.17175883,0.05818002,1.9779954,-0.107779056,-1.3850056,-0.47797358
271,0.17406982,0.057641074,1.9750438,-0.09668468,-1.3859369,-0.4636097
303,0.1755882,0.057649218,1.9721675,-0.08844377,-1.3869776,-0.459929
338,0.17735574,0.057679195,1.969272,-0.077365026,-1.3881327,-0.46339536
372,0.17993858,0.05686955,1.9663609,-0.077498496,-1.3911606,-0.45296085
405,0.18172371,0.056549907,1.963435,-0.07638411,-1.3913728,-0.45932293
439,0.1835527,0.056089364,1.9604185,-0.068058625,-1.392412,-0.4702114
480,0.18578711,0.0553113,1.9573536,-0.07296741,-1.3905723,-0.45841956
502,0.18736084,0.054671016,1.9542557,-0.06722349,-1.391583,-0.46546376
540,0.18898846,0.053845093,1.9508879,-0.06768605,-1.391632,-0.45860994
579,0.19024126,0.052246872,1.9471848,-0.072069556,-1.3971517,-0.45109951
609,0.19171216,0.05136372,1.9436897,-0.069248304,-1.3973283,-0.44920838
645,0.1929776,0.050335165,1.9398179,-0.06949605,-1.397449,-0.43851435
676,0.19411719,0.049645297,1.9360511,-0.06951627,-1.3973844,-0.43501556
711,0.19485247,0.04867088,1.931683,-0.07141034,-1.3982359,-0.4355451
741,0.1951457,0.047849014,1.9270008,-0.07617651,-1.3972776,-0.44853985
774,0.19627567,0.047920175,1.9221622,-0.080247566,-1.3958323,-0.4874096
811,0.19655356,0.047116842,1.9155657,-0.078260124,-1.3957759,-0.508824
839,0.19675383,0.045962837,1.9074404,-0.07247768,-1.3967103,-0.48078334
875,0.19803576,0.044463933,1.8984652,-0.069173515,-1.3940647,-0.4355049
905,0.1979161,0.043656193,1.8896343,-0.07050839,-1.3947945,-0.41610706
941,0.19690968,0.043230824,1.8808467,-0.071795374,-1.3938545,-0.42607284
974,0.19574136,0.04270103,1.8722486,-0.06844813,-1.3924867,-0.45263267
1006,0.19425085,0.04217948,1.8618515,-0.068008944,-1.3910717,-0.47371364
1041,0.192447,0.041403722,1.8504063,-0.06039636,-1.3938773,-0.5039605
1078,0.19041492,0.04058051,1.8394656,-0.049954876,-1.3924575,-0.5222726
1111,0.18763275,0.038956687,1.8262467,-0.04214403,-1.3927314,-0.5352975
1142,0.18403938,0.037158925,1.8122602,-0.027508095,-1.393808,-0.5443871
1176,0.18163618,0.036306582,1.7981116,-0.014095575,-1.394948,-0.5569444
1222,0.17697327,0.03555192,1.782819,-0.0027792752,-1.3932123,-0.5836319
1242,0.17215472,0.035548106,1.7665844,0.004283622,-1.389522,-0.61825037
1277,0.16750678,0.035970993,1.7499113,-0.007451728,-1.3864107,-0.6434674
1310,0.16249356,0.03657455,1.7308995,-0.021365717,-1.3854057,-0.63597286
1339,0.15707153,0.036688276,1.7102559,-0.017114192,-1.3899618,-0.57954276
1376,0.15141636,0.037205197,1.6912994,-0.03043902,-1.3878771,-0.5102967
1410,0.14362054,0.038423315,1.6721362,-0.02915436,-1.3874298,-0.526495
1442,0.13574646,0.04037869,1.654359,-0.021470875,-1.3826449,-0.6203277
1481,0.1293462,0.04201428,1.6383531,-0.02302882,-1.3760102,-0.67567444
1506,0.12415527,0.042425297,1.6196568,-0.03349133,-1.3721304,-0.66584086
1540,0.11893897,0.042153396,1.6014777,-0.04704444,-1.3728908,-0.6484567
1576,0.114122555,0.041916117,1.5857214,-0.054878466,-1.3664504,-0.6497537
1610,0.108346015,0.041678138,1.5692364,-0.059642717,-1.36085,-0.6829456
1640,0.103438154,0.0412746,1.5519357,-0.06974476,-1.3609071,-0.7494898
1678,0.099996805,0.041957892,1.5348966,-0.07799035,-1.3509597,-0.768631
1708,0.09740406,0.040294334,1.5152857,-0.08398291,-1.3500365,-0.76591647
1739,0.094857715,0.03798223,1.4953637,-0.093938455,-1.3485523,-0.76924026
1777,0.09237536,0.03511942,1.4749898,-0.09573421,-1.3485328,-0.7838136
1812,0.08977127,0.032501735,1.4536698,-0.10002226,-1.349799,-0.788741
1840,0.08756304,0.029492637,1.4324328,-0.11315016,-1.3499227,-0.826478
1880,0.08610262,0.025514701,1.4080998,-0.11872968,-1.3511251,-0.8839928
1912,0.08555552,0.022863472,1.3845439,-0.12855564,-1.3502067,-0.91639245
1939,0.08551563,0.020519586,1.3597775,-0.14514595,-1.3498298,-0.92302346
1974,0.085182324,0.01964472,1.333994,-0.16393174,-1.3484886,-0.99382555
2006,0.08554366,0.019424386,1.3084301,-0.18074873,-1.3468605,-1.0154457
2041,0.085907385,0.020763373,1.2817385,-0.19207653,-1.3468989,-1.03362
2077,0.08581524,0.024605805,1.252662,-0.18540315,-1.3469211,-1.0168251
2109,0.0853046,0.02979562,1.226309,-0.1937261,-1.3436193,-1.0151188
2143,0.084408045,0.03664804,1.2024763,-0.23017327,-1.3477057,-1.1658255
2174,0.08300033,0.044752855,1.1794248,-0.23903048,-1.3408577,-1.3400373
2209,0.08162348,0.04987918,1.1561149,-0.25142735,-1.3349106,-1.4781165
2241,0.08061197,0.053291224,1.1313809,-0.24541219,-1.3340672,-1.5169896
2277,0.08039569,0.054978713,1.1055849,-0.22571674,-1.3354756,-1.5234199
2309,0.07951267,0.0569141,1.0821276,-0.21736525,-1.3351941,-1.5433769
2339,0.078753926,0.05833859,1.0592844,-0.22197813,-1.3343791,-1.5727843
2375,0.076915324,0.059098527,1.0352184,-0.21979097,-1.3312955,-1.625463
2408,0.07531188,0.05865316,1.0120354,-0.20861706,-1.3308301,-1.6521196
2438,0.07336153,0.05725105,0.9880719,-0.19868168,-1.3316063,-1.6549593
2484,0.06993979,0.055927366,0.9628915,-0.19370359,-1.329147,-1.6834882
2514,0.066561095,0.053729977,0.9387683,-0.1875875,-1.3245745,-1.7263733
2541,0.06264904,0.051177617,0.9136208,-0.18156552,-1.3219938,-1.7574012
2573,0.059165135,0.05023112,0.88972116,-0.17906189,-1.3210782,-1.8031769
2605,0.054480717,0.048528098,0.86377305,-0.17302795,-1.3208512,-1.8492961
2642,0.049160436,0.047726817,0.8375959,-0.1708339,-1.3227199,-1.9071889
2677,0.04354373,0.04778193,0.81241137,-0.19059256,-1.3366429,-2.0981934
2706,0.03813072,0.04921171,0.7853451,-0.18686007,-1.3492842,-2.1915305
2740,0.032489814,0.051075824,0.7564676,-0.18634066,-1.3385866,-2.105435
2775,0.025720127,0.05335916,0.7274472,-0.1890932,-1.3327389,-2.081547
2806,0.01948249,0.058110766,0.70277166,-0.1922348,-1.3531832,-2.2515817
2848,0.014024255,0.062294416,0.6784174,-0.18266542,-1.3627547,-2.3541532
2880,0.009284649,0.06597816,0.6538983,-0.1761117,-1.3628144,-2.397826
2916,0.0064673414,0.06759831,0.62928843,-0.17078665,-1.3641306,-2.3833308
2943,0.004353435,0.068330005,0.6054143,-0.16987479,-1.3636113,-2.3667228
2975,6.7462213E-4,0.068087935,0.5818711,-0.17200807,-1.3624966,-2.3575919
3005,-0.0021423101,0.06729233,0.5590128,-0.18653126,-1.3591206,-2.3600166
3042,-0.0044351984,0.065720946,0.535852,-0.17483981,-1.3595583,-2.4350336
3079,-0.0057642665,0.06393491,0.5134751,-0.18522634,-1.358252,-2.430548
3107,-0.0069882423,0.060637206,0.48886907,-0.2077277,-1.3576479,-2.395318
3141,-0.007735405,0.056718525,0.46382993,-0.21790206,-1.3546718,-2.406474
3178,-0.007595392,0.054484762,0.44066638,-0.23430651,-1.3575858,-2.3907504
3213,-0.008070769,0.050497178,0.41519475,-0.26234314,-1.3584316,-2.4065301
3244,-0.008494647,0.046809852,0.38894987,-0.2812852,-1.3357897,-2.5142214
3281,-0.00881448,0.043773748,0.362091,-0.2676274,-1.3214003,-2.5712423
3305,-0.008180678,0.042012673,0.33658147,-0.25429007,-1.3080655,-2.673254
3343,-0.0064126626,0.041555516,0.31067407,-0.2662629,-1.2962301,-2.7167902
3381,-0.004419921,0.042841963,0.28629756,-0.2773096,-1.2895994,-2.7560012
3408,-0.0022480823,0.044145882,0.25807467,-0.27882886,-1.2902149,-2.753102
3443,-3.8417615E-4,0.04649753,0.22869904,-0.27619138,-1.2967937,-2.722754
3481,0.0018137898,0.04987626,0.20176174,-0.27442408,-1.2960912,-2.7192194
3507,0.0033632172,0.053984456,0.17583396,-0.2918116,-1.2889016,-2.7679489
3544,0.0047428785,0.057268996,0.15028495,-0.31078747,-1.2724867,-2.8701222
3583,0.0066557666,0.05935231,0.12489866,-0.3247815,-1.2785231,-2.9233656
3610,0.008741455,0.060324244,0.09937746,-0.31941295,-1.27106,-2.8510387
3640,0.010586916,0.06048965,0.07508235,-0.34212616,-1.2691085,-2.8338165
3677,0.011324146,0.061585043,0.053265847,-0.40466332,-1.2944475,-2.9955041
3712,0.011897691,0.060253546,0.030129813,-0.41806108,-1.294428,-3.0493863
3741,0.013099261,0.058270723,0.006710574,-0.42437857,-1.3085327,-3.139162
3778,0.014711687,0.054937318,-0.014943292,-0.44307366,-1.3373916,-3.31009
3810,0.014945456,0.051568855,-0.039530993,-0.4388597,-1.3302488,-3.3259528
3841,0.0152444,0.047840603,-0.06500069,-0.41744512,-1.3379933,-3.3722067
3882,0.014752469,0.043638922,-0.0920598,-0.3714641,-1.3398085,-3.433622
3906,0.0136880465,0.04001105,-0.11913419,-0.36139774,-1.3421015,-3.4531517
3944,0.012045218,0.03679034,-0.14670336,-0.32999784,-1.3402414,-3.4803479
