2.1130724,150.1459,133.72519
1.4571161,-0.17111206,-0.8695221
-0.47915745,17.9413,13.310104
0.28281188,0.114730835,1.4839172
-2.2431734,1.0729828,3.7495728
1.2234983,-4.039688,-1.2402802
-1.4546633,3.1877441,1.8031158
0.53279877,1.4187317,-2.2273407
0.4150114,-5.1485596,-4.7090607
-0.4366908,1.7239838,2.9842682
-0.670084,-3.5851593,-2.3624878
-0.25680113,4.6091614,1.8640594
0.1743865,-1.2078857,-0.86325073
-0.5234804,-0.84165955,-0.85220337
-0.15282393,-0.41848755,-0.14878845
-0.28870487,-0.5466919,-0.7580719
0.11645365,4.5054626,3.1851807
1.0792027,-2.7444458,-2.6471558
-0.26847887,1.0479431,1.5436554
-0.03721142,-0.5539398,-0.6438446
0.27684164,1.8003693,0.9674835
0.025375366,-4.205658,-1.3022308
0.1539526,-0.20614624,0.05142212
0.18656158,-2.1855927,-1.2668915
-0.077991486,0.28755188,0.28570557
0.25171375,-0.6392822,-0.34002686
-1.2912931,0.8878784,0.70129395
0.5630107,-7.8345184,-6.1901093
0.26057482,5.7393036,4.337219
1.6555533,-2.0007935,-2.3331604
-0.013465166,-20.001862,-13.396545
-1.0600989,0.020935059,1.6744385
0.14603376,-3.0355682,0.8101959
-0.2419529,0.91619873,-0.13856506
-0.022071362,-0.39071655,-0.58677673
-0.042880535,1.9781647,0.63757324
-0.24740124,-3.4404907,-1.5946503
0.2558446,9.920181,4.21875
0.21147442,1.6002045,2.1324768
-0.115234375,6.287445,3.245758
-0.14375877,-0.3091278,0.071121216
0.4517963,17.961014,16.549057
-0.08263254,3.2158203,1.0926971
-0.1558845,-1.4924774,-1.0519562
0.06824827,4.3090057,1.7137604
-0.18612432,-6.292694,-3.2727966
-0.6321869,-3.9463806,-0.9154968
-0.06862116,0.59428406,0.72789
1.0202215,77.9331,66.91065
0.043958187,-0.05721283,0.5965042
0.121641874,0.01966858,-0.17029572
0.21647954,0.07745361,-0.14971924
-0.18273401,0.08653259,-0.6091385
0.042132378,0.14692688,0.043800354
-0.19158006,-0.10999298,-0.6251221
0.09709597,0.16279602,0.8586502
-0.18477035,0.09093475,0.016242981
-5.865097E-5,-0.0059509277,0.25331116
-0.3055539,0.1415863,0.48175812
0.08519101,0.0017089844,0.18095398
0.11560607,-0.012313843,0.01133728
0.05662942,-0.077812195,0.6396179
-0.2942257,-0.08251953,-0.09851074
-0.004695654,-0.07434082,-0.24456787
-0.01211834,-0.1522522,-0.3201294
-0.067608595,0.07198334,0.59134674
-0.0051321983,0.006515503,0.28570557
-0.20964241,0.06821442,-0.13951874
-0.06180072,0.08139801,0.052505493
-0.2935381,0.06188202,-0.23482513
0.054097652,-0.05996704,-0.34605408
0.07389712,-0.09630585,-0.38207245
0.033015013,-0.14406586,-0.44491577
0.07635617,-0.04195404,0.4085083
-0.16500425,-0.033607483,0.38687134
-0.064226866,0.21990967,0.3288269
-0.11447239,-0.016654968,-0.28716278
0.0887897,-0.07537079,0.2719574
-0.13558221,-0.043380737,-0.080581665
0.0023536682,-0.16848755,-0.80391693
-0.21717548,0.11365509,-0.21940613
-0.082858086,0.1855011,0.076560974
0.012061596,-6.1035156E-5,0.04447174
0.047584534,0.0028076172,0.20777893
-0.008422852,-0.083236694,0.2001648
0.16208649,0.02092743,0.10721588
0.1489799,0.092437744,0.61174774
0.07161355,0.014129639,-0.40341187
-0.028123379,0.20528412,0.48216248
-0.09648538,0.10159302,0.5558853
-0.050461054,0.034805298,0.16860962
-0.09375024,0.08454132,0.6357727
0.14610243,-0.0568161,0.41065216
-0.2745037,-0.09525299,-0.62472534
0.04175234,0.10712433,-0.85533905
0.10393572,0.070999146,0.61714935
-0.09318733,0.015045166,-0.882637
-0.17589569,-0.060150146,-0.79338837
0.053102016,0.16351318,-0.12960052
0.18016076,3.2806396E-4,-0.021392822
-0.0845983,0.025672913,-0.7026062
0.25012517,-0.16303253,0.18843842
-0.07401109,-0.19400024,-0.18713379
-0.17136478,-0.022583008,-0.5428848
-0.0899539,0.10068512,-0.075737
0.08429146,0.0016708374,-0.14115906
0.21705556,-0.10758209,0.6560211
0.19462872,-0.12921906,0.24286652
-0.044192553,-0.11450195,0.05117035
-0.12856412,0.029670715,-0.025039673
0.10286236,-0.15994263,-0.17469788
0.24770904,0.059814453,0.84923553
0.18009233,-0.25175476,0.69343567
-0.28589892,0.07657623,-0.33074188
-0.15381193,-0.07337952,-0.29854584
-0.21350527,0.21530151,-0.44006348
-0.060303926,0.05381775,-0.483284
0.27744007,0.022262573,0.29066467
0.13542986,-0.13033295,-0.5069351
-0.40803814,-0.08219147,0.26741028
-0.08108735,0.017250061,-0.28476715
0.11101413,-0.115097046,-0.35779572
-0.057796717,0.0045928955,-0.15628815
-0.08175874,0.070137024,-0.15666199
-0.17840052,0.006263733,0.22898102
0.10928726,-0.1603241,0.79434204
0.01987505,-0.0072631836,0.07726288
0.022490263,-0.09265137,-0.12374878
0.2185018,-0.0012817383,0.53674316
-0.018238306,-0.10171509,0.3098526
-0.070080996,0.13108063,0.2720108
0.0022075176,0.16636658,0.25645447
0.29718804,0.33869934,0.3710327
-0.10285926,-0.09152222,0.011352539
0.12430954,0.07900238,-0.5877991
0.19928455,0.11647797,0.6216812
-0.030490875,-0.088386536,-0.30402374
0.12101674,0.047348022,0.024406433
-0.044292927,0.12563324,-0.63311005
-0.33352375,-0.111206055,0.88225555
0.098097324,0.12770844,0.5192642
-0.06224966,-0.0365448,0.050491333
-0.4867165,0.29292297,1.7200775
