0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
-1.6091741,-1.8452656,-2.086194,-2.3248246
-1.5843769,-1.8148535,-2.0544205,-2.290898
-1.5428154,-1.7461873,-1.967236,-2.179555
-1.5471128,-1.7491184,-1.9739819,-2.1889713
-1.4319787,-1.4469107,-1.4202299,-1.3398129
-1.4316666,-1.449832,-1.4227941,-1.3410931
-1.4366636,-1.4510285,-1.4272741,-1.3499262
-1.4400159,-1.4499038,-1.4241152,-1.3402969
-1.4454441,-1.4518588,-1.4246303,-1.3558902
-1.4411415,-1.4491233,-1.4288102,-1.3622081
-1.4404992,-1.4418503,-1.419801,-1.3546598
-1.4383286,-1.4495903,-1.4224685,-1.3493323
-1.4397892,-1.4449233,-1.4232681,-1.3419442
-1.3937899,-1.4180892,-1.4088135,-1.3774163
-1.3946851,-1.4173034,-1.408758,-1.3762734
-1.3960077,-1.4168823,-1.4087627,-1.3790984
-1.3947177,-1.4158893,-1.4080999,-1.3810213
-1.393608,-1.4129664,-1.4072579,-1.382321
-1.3946346,-1.4124105,-1.4073114,-1.383102
-1.3942184,-1.4125406,-1.4076746,-1.3831086
-1.394127,-1.4124238,-1.4075575,-1.3828033
-1.3954241,-1.412509,-1.4062396,-1.3839414
-1.3973967,-1.4119209,-1.4017187,-1.3823785
-1.3993963,-1.4099215,-1.3998888,-1.380145
-1.4013313,-1.4067541,-1.3983796,-1.3788536
-1.3926129,-1.3967758,-1.3908987,-1.3762584
-1.3927578,-1.3975058,-1.3916608,-1.3770517
-1.3920112,-1.3982952,-1.3920337,-1.376508
-1.3933971,-1.3976743,-1.39116,-1.3777909
-1.3927916,-1.3975042,-1.3913641,-1.377678
-1.393424,-1.3963665,-1.3889045,-1.3765737
-1.3911315,-1.3947036,-1.3863232,-1.3739972
-1.3928518,-1.3939275,-1.3839595,-1.374439
-1.3940055,-1.3941538,-1.3833308,-1.3745522
-1.393671,-1.3945441,-1.3846779,-1.3737762
-1.3928571,-1.3939494,-1.3839587,-1.3740276
-1.3931365,-1.3934405,-1.3832209,-1.3754488
-1.3900702,-1.3881463,-1.3796978,-1.3734493
-1.3869444,-1.3869078,-1.3677138,-1.3714283
-1.3861301,-1.384136,-1.3647646,-1.3728191
-1.3855815,-1.3831139,-1.3635973,-1.3726771
-1.3853462,-1.3824048,-1.3629175,-1.3733088
-1.3854281,-1.3807532,-1.3606595,-1.3747905
-1.3852997,-1.3801355,-1.3588525,-1.3752221
-1.384905,-1.3787253,-1.3570647,-1.3746015
-1.3845109,-1.3767681,-1.3563379,-1.3769299
-1.3850539,-1.3757174,-1.3557285,-1.3786926
-1.3852041,-1.3750674,-1.3556647,-1.3788663
-1.3849498,-1.3748566,-1.3548688,-1.3789111
-1.3847121,-1.375077,-1.3550012,-1.3787291
-1.3846116,-1.3744502,-1.353685,-1.3784437
-1.3847835,-1.3739519,-1.3539131,-1.3784931
-1.3849037,-1.3737974,-1.3537567,-1.3787808
-1.3844059,-1.3728826,-1.3522469,-1.3798215
-1.3853523,-1.3730575,-1.3526455,-1.3798462
-1.3851104,-1.3729616,-1.3525835,-1.3798355
-1.3844873,-1.3714315,-1.3508222,-1.3787674
-1.3850818,-1.3718791,-1.35147,-1.379657
-1.3854109,-1.3720155,-1.3518288,-1.3797864
-1.3838766,-1.3716649,-1.351607,-1.3789874
-1.3844248,-1.3712007,-1.351017,-1.3786278
-1.3836569,-1.3711462,-1.35114,-1.3773252
-1.383312,-1.3711846,-1.352162,-1.3768953
-1.3825512,-1.3706434,-1.351615,-1.376444
-1.3826206,-1.3707645,-1.351777,-1.3766015
-1.3824053,-1.370335,-1.3506551,-1.3766817
-1.3822415,-1.3702896,-1.3507065,-1.3760962
-1.3817428,-1.3696599,-1.3507307,-1.3745788
-1.3814597,-1.3696045,-1.3506243,-1.3759146
-1.3812348,-1.3694187,-1.3501576,-1.3764659
-1.3798969,-1.3686273,-1.3499217,-1.3745112
-1.3800132,-1.3689023,-1.349655,-1.3744453
-1.3799222,-1.3681217,-1.3484215,-1.3752934
-1.3804846,-1.368644,-1.3481057,-1.3773736
-1.3791726,-1.3687234,-1.3478713,-1.3773369
-1.3789899,-1.3682761,-1.3460202,-1.3773773
-1.3786902,-1.3682942,-1.3453615,-1.3775141
-1.3771899,-1.3673749,-1.3443372,-1.3756256
-1.377187,-1.3669857,-1.3430847,-1.3753638
-1.377591,-1.3681132,-1.3439823,-1.3751796
-1.3772337,-1.3680009,-1.343705,-1.3749049
-1.3776839,-1.3683277,-1.3443886,-1.3753238
-1.376442,-1.3687129,-1.3422829,-1.3759102
-1.3761132,-1.3684113,-1.3414787,-1.3753842
-1.3761115,-1.3685336,-1.3427246,-1.3756783
-1.3745128,-1.368514,-1.3422134,-1.375843
-1.3734618,-1.3680872,-1.342003,-1.3759314
-1.3597254,-1.361319,-1.3431326,-1.3543478
-1.3587211,-1.3605803,-1.3433625,-1.3519562
-1.3566511,-1.3586478,-1.344637,-1.3496885
-1.3553878,-1.3571208,-1.343943,-1.3499346
-1.3550857,-1.3568239,-1.3435237,-1.3492727
-1.3534348,-1.3530307,-1.342173,-1.3444053
-1.3529866,-1.352682,-1.3419491,-1.3447124
-1.3511909,-1.351213,-1.341913,-1.3438673
-1.3493382,-1.3527318,-1.3425246,-1.341521
-1.3484656,-1.3514078,-1.3428714,-1.3433006
-1.3469772,-1.3487334,-1.3414708,-1.3354582
-1.3457257,-1.3477505,-1.3418192,-1.3364816
-1.3448814,-1.34654,-1.3408365,-1.3355498
-1.3403852,-1.343308,-1.3384557,-1.3323762
-1.3342772,-1.3374319,-1.3339744,-1.3293512
-1.3331871,-1.3365366,-1.3332303,-1.3286036
-1.3331821,-1.3359581,-1.3330226,-1.3293105
-1.3277651,-1.3343954,-1.3318913,-1.330245
-1.3290228,-1.3363985,-1.3324163,-1.3335314
-1.3281476,-1.334268,-1.3293399,-1.3316853
-1.3300644,-1.3354602,-1.3288773,-1.3333453
-1.3300672,-1.3348441,-1.3261198,-1.3322972
-1.3265238,-1.3284935,-1.320205,-1.3283753
-1.3267428,-1.3285203,-1.3191789,-1.3280634
-1.3244493,-1.3218365,-1.309669,-1.319063
-1.3240104,-1.3205078,-1.3077441,-1.3166643
-1.3216982,-1.3131881,-1.2961822,-1.3080825
-1.3212427,-1.3120569,-1.2956574,-1.3057176
-1.3162631,-1.3039807,-1.2920544,-1.2906373
-1.3170713,-1.3024255,-1.2960466,-1.2886364
-1.3122283,-1.2967635,-1.293523,-1.2875487
-1.3137954,-1.297041,-1.2986376,-1.2962307
-1.3127424,-1.2933315,-1.3009226,-1.2967833
-1.3115072,-1.2945144,-1.2983001,-1.2964411
-1.3113123,-1.2901046,-1.3019214,-1.2947268
-1.3120908,-1.2910467,-1.3029084,-1.2955837
-1.3151969,-1.2963942,-1.3102024,-1.2995523
-1.3164942,-1.2982956,-1.313552,-1.3002399
-1.3182724,-1.299715,-1.3142679,-1.2958689
-1.3175797,-1.3015525,-1.312886,-1.2968683
-1.3169795,-1.3012725,-1.3121653,-1.2955369
-1.3159008,-1.3010938,-1.3089038,-1.295137
-1.3154835,-1.3011068,-1.3071555,-1.2947798
-1.3121303,-1.2989275,-1.3041301,-1.2962452
-1.3113536,-1.3007659,-1.3044226,-1.2994405
-1.3106674,-1.3002785,-1.3043,-1.2992427
-1.3110852,-1.2978562,-1.3010968,-1.3006572
-1.3098792,-1.2981055,-1.2979673,-1.3032273
-1.3088919,-1.2964573,-1.295598,-1.3026085
-1.308076,-1.2983993,-1.2968682,-1.3010664
-1.3062063,-1.2975684,-1.2961508,-1.2990016
-1.3049433,-1.2987366,-1.2976434,-1.2979008
-1.3045295,-1.2981981,-1.2981975,-1.2961158
-1.3014311,-1.2956327,-1.296182,-1.2959265
-1.2996708,-1.2941562,-1.2940403,-1.2958157
-1.2974901,-1.292594,-1.2920216,-1.2940786
-1.293342,-1.2875137,-1.2862657,-1.2896482
-1.289625,-1.285147,-1.2793095,-1.2828343
-1.2806015,-1.2800266,-1.2771268,-1.2799984
-1.2851584,-1.2794385,-1.2783179,-1.2809762
-1.2871182,-1.287319,-1.2767787,-1.2810568
-1.2902093,-1.2849555,-1.2789319,-1.2809446
-1.2887461,-1.2867717,-1.2861122,-1.2843187
-1.2905583,-1.2878848,-1.2849379,-1.2868063
-1.2896131,-1.2883345,-1.2831726,-1.2873709
-1.2887288,-1.2898737,-1.2824492,-1.2867415
-1.2879908,-1.2883751,-1.2824755,-1.2855991
-1.2756766,-1.2855717,-1.2794499,-1.2817308
-1.2733926,-1.281186,-1.2762722,-1.2770576
-1.2727875,-1.2807713,-1.2760017,-1.2748649
-1.2735873,-1.277469,-1.2742319,-1.2729872
-1.271209,-1.2736944,-1.2707074,-1.2685208
-1.2695442,-1.2716808,-1.2689716,-1.2652074
-1.2676768,-1.2672247,-1.2694705,-1.2643195
-1.2710966,-1.2672541,-1.2682095,-1.2653157
-1.2687424,-1.2652227,-1.2650172,-1.2622327
-1.2651721,-1.2652118,-1.2668583,-1.2636936
-1.2613115,-1.2670069,-1.2714108,-1.2699257
-1.2654809,-1.2655138,-1.2704291,-1.2723147
-1.2707887,-1.2683812,-1.2716384,-1.2763518
-1.2774944,-1.2710932,-1.2715135,-1.2700157
-1.2789165,-1.2727891,-1.271717,-1.2659651
-1.2730852,-1.2751327,-1.2697841,-1.2655549
-1.2705523,-1.2743281,-1.2670374,-1.2675706
-1.2678462,-1.2762365,-1.2644749,-1.2660271
-1.267713,-1.278344,-1.2629526,-1.2637002
-1.2691367,-1.2732296,-1.2619469,-1.2638335
-1.2681757,-1.2698956,-1.2605495,-1.2649
-1.2766156,-1.2807382,-1.2701267,-1.2766025
-1.2752198,-1.2748663,-1.2669894,-1.2728982
-1.2797315,-1.2747368,-1.2692333,-1.276152
-1.2811885,-1.2725633,-1.2701913,-1.271451
-1.2759317,-1.2664453,-1.2687112,-1.2650462
-1.2762135,-1.2660483,-1.2678038,-1.2631705
-1.2747232,-1.2650955,-1.2668738,-1.2635077
-1.2736354,-1.2634038,-1.2627276,-1.2677045
-1.2696857,-1.270863,-1.268607,-1.2670124
-1.2670884,-1.2694899,-1.2697291,-1.2615104
-1.2660854,-1.2687054,-1.2709655,-1.2624056
-1.2663987,-1.2671219,-1.2647815,-1.2612363
-1.2678282,-1.2680548,-1.2645239,-1.2616729
-1.2792202,-1.2740866,-1.273135,-1.2707317
-1.271735,-1.2660825,-1.2628429,-1.2604321
-1.2672403,-1.265032,-1.2588533,-1.2572137
-1.265757,-1.2639834,-1.2559414,-1.2560945
-1.2617843,-1.2591355,-1.253946,-1.2576913
-1.243687,-1.2392658,-1.2331135,-1.2324642
-1.244472,-1.241393,-1.2329172,-1.2375787
-1.2446427,-1.248553,-1.2379041,-1.2457535
-1.2431229,-1.2436773,-1.2366518,-1.2448007
-1.2399561,-1.2375084,-1.2342327,-1.2414774
-1.2374544,-1.2301375,-1.2292919,-1.2359539
-1.2332441,-1.2278056,-1.2265916,-1.2268275
-1.2354424,-1.2354395,-1.2281615,-1.2278174
-1.2343363,-1.237562,-1.2286644,-1.2291006
-1.2413046,-1.2371241,-1.2316358,-1.2309213
-1.2448232,-1.2351787,-1.2380735,-1.2332915
-1.2404059,-1.2293438,-1.2332139,-1.2307943
-1.2327476,-1.2261941,-1.2269918,-1.2262357
-1.2318903,-1.2270707,-1.2222506,-1.2233789
-1.2310135,-1.2258624,-1.2174588,-1.2204365
-1.2272974,-1.2233083,-1.2107458,-1.2150822
-1.2220249,-1.2167445,-1.205966,-1.2136116
-1.2186221,-1.2136073,-1.2063706,-1.2092752
-1.2165065,-1.2115386,-1.2041963,-1.2070825
-1.2146531,-1.2070729,-1.2056429,-1.205833
-1.2134354,-1.2056886,-1.2060041,-1.2044182
-1.2102576,-1.2043667,-1.205025,-1.2032173
-1.2070311,-1.2017666,-1.2019829,-1.2035795
-1.2024426,-1.2001215,-1.1993723,-1.201102
-1.1963923,-1.201012,-1.1959196,-1.1963259
-1.1904591,-1.2012132,-1.1966703,-1.1919801
-1.1948322,-1.2006364,-1.1956753,-1.1971216
-1.1942672,-1.2010864,-1.1948276,-1.1943351
-1.1955103,-1.2029222,-1.1963296,-1.1931702
-1.1912216,-1.199401,-1.1909417,-1.1876591
-1.1918298,-1.1900979,-1.1763903,-1.1750373
-1.1858724,-1.1857893,-1.1644603,-1.1613976
-1.1819957,-1.1817933,-1.1649952,-1.1593169
-1.1790427,-1.1792756,-1.1635585,-1.1579807
-1.1779122,-1.1858709,-1.1711069,-1.1688343
-1.169151,-1.1848643,-1.1681222,-1.171857
-1.1646292,-1.1854281,-1.1679751,-1.1712343
-1.1606485,-1.1817989,-1.165216,-1.1658438
-1.1570988,-1.1803341,-1.1680528,-1.1653498
-1.1461782,-1.1761106,-1.1704718,-1.164081
-1.1395565,-1.17209,-1.1666892,-1.160454
-1.1278487,-1.1698289,-1.1654813,-1.1586461
-1.1267738,-1.1705313,-1.1688352,-1.1624556
-1.1233007,-1.1652862,-1.1686255,-1.1615919
-1.113163,-1.1686716,-1.1625687,-1.160446
-1.113223,-1.1658016,-1.1584777,-1.158724
-1.1058785,-1.1625823,-1.157786,-1.1612798
-1.1023903,-1.1599172,-1.1580144,-1.1621914
-1.1141737,-1.1529982,-1.1516305,-1.1625322
-1.1160008,-1.1509427,-1.1541109,-1.1621466
-1.1149547,-1.1500775,-1.1557988,-1.158922
-1.1162032,-1.1503844,-1.1620427,-1.1626626
-1.1157955,-1.1508309,-1.1613894,-1.1641036
-1.093116,-1.1512448,-1.1608256,-1.1622738
-1.0956385,-1.1511233,-1.1469954,-1.1470182
-1.0447232,-1.1513041,-1.1415428,-1.1485168
-1.0684754,-1.1486652,-1.1408175,-1.1462264
-1.0066203,-1.1481438,-1.1400044,-1.145534
-0.7396746,-1.1442955,-1.136831,-1.1480896
-0.7020634,-1.143272,-1.1418434,-1.1507581
-0.6810794,-1.1395519,-1.1420965,-1.1506792
-0.65986776,-1.1399804,-1.1387382,-1.1434256
-0.6507097,-1.1364217,-1.1388724,-1.1431658
-0.63339704,-1.1318388,-1.1305159,-1.1273707
-0.62562245,-1.1289669,-1.1285875,-1.1186359
-0.6179587,-1.1228993,-1.1286715,-1.1176031
-0.6161986,-1.1189979,-1.1301233,-1.111361
-0.6143595,-1.1127558,-1.1313965,-1.1105394
-0.6072043,-1.1059266,-1.1281239,-1.1069595
-0.60299003,-1.1029783,-1.1219957,-1.0952057
-0.60235023,-1.1019521,-1.1207354,-1.0947672
-0.6011773,-1.1019623,-1.119876,-1.0994993
-0.5989038,-1.0963348,-1.1210811,-1.0977616
-0.5977438,-1.0941284,-1.1217608,-1.0989982
-0.5950729,-1.1039051,-1.1190954,-1.0944484
-0.595663,-1.1031775,-1.1196489,-1.0944514
-0.5955114,-1.1064025,-1.1194371,-1.0936992
-0.5937642,-1.1087244,-1.1168966,-1.092965
-0.59376884,-1.1116427,-1.1151125,-1.0933058
-0.5956592,-1.1171956,-1.1139833,-1.0834802
-0.59862334,-1.125189,-1.1136427,-1.086621
-0.59862363,-1.1268462,-1.1125337,-1.0870826
-0.60051656,-1.1319215,-1.1101028,-1.0886797
-0.59999055,-1.1331315,-1.1052585,-1.0875871
-0.6008741,-1.1361567,-1.0975224,-1.087986
-0.6002738,-1.1376837,-1.0906862,-1.0867529
-0.60067546,-1.1377325,-1.0870585,-1.0869126
-0.6025891,-1.1364433,-1.0794579,-1.0877527
