-1.7603935,-1.7639978
-1.7605376,-1.7656018
-1.7622637,-1.7654916
-1.7624665,-1.7646407
-1.7606004,-1.7647686
-1.7549388,-1.763724
-1.7541877,-1.7632364
-1.7548215,-1.7634029
-1.7551838,-1.7638596
-1.7552481,-1.7637382
-1.7561251,-1.76464
-1.7549039,-1.7638692
-1.7553813,-1.7635497
-1.7559593,-1.7637178
-1.7574159,-1.7644413
-1.758254,-1.7641135
-1.7580634,-1.7638088
-1.7563211,-1.7656162
-1.7560174,-1.7651832
-1.7546146,-1.764786
-1.7549363,-1.7648718
-1.7544391,-1.759485
-1.7544698,-1.7583646
-1.7495744,-1.7536914
-1.7511578,-1.7521929
-1.7522175,-1.7511911
-1.7529913,-1.7514244
-1.7514179,-1.7506878
-1.7512612,-1.7500259
-1.7525275,-1.748117
-1.7540417,-1.7465662
-1.749886,-1.7507958
-1.751379,-1.7469369
-1.756001,-1.7413466
-1.7565848,-1.741239
-1.7552629,-1.7501395
-1.7544647,-1.7543368
-1.7540425,-1.7595891
-1.7560259,-1.758156
-1.7573256,-1.759642
-1.7565687,-1.7608018
-1.7646716,-1.7585802
-1.7646928,-1.7590438
-1.7669059,-1.7597415
-1.7665824,-1.7543591
-1.7671039,-1.7546896
-1.7648667,-1.7546259
-1.7602988,-1.7575629
-1.7624668,-1.7592578
-1.7544023,-1.7581289
-1.7638007,-1.7579201
-1.7640527,-1.7612672
-1.773361,-1.759468
-1.7699075,-1.7597057
-1.7686294,-1.7591153
-1.7693744,-1.7572527
-1.7647839,-1.7629828
-1.7617772,-1.7575699
-1.7668473,-1.7562963
-1.767957,-1.7542942
-1.77259,-1.7577957
-1.7763364,-1.7568834
-1.7710476,-1.7557833
-1.7702744,-1.7558101
-1.7711195,-1.7583767
-1.7709444,-1.7572564
-1.7641417,-1.7565932
-1.7584479,-1.7558329
-1.7602949,-1.7521095
-1.761997,-1.750617
-1.7690992,-1.7510359
-1.7653661,-1.7515421
-1.7827458,-1.7545009
-1.7692676,-1.7547735
-1.7737147,-1.7536377
-1.6517484,-1.7525554
-1.6198105,-1.7500526
-1.6000074,-1.7504872
-1.5752748,-1.749764
-1.5770017,-1.7468817
-1.5710828,-1.7401581
-1.5801512,-1.7463142
-1.5969425,-1.7412037
-1.6035426,-1.7495018
-1.5909797,-1.7525743
-1.5277659,-1.749421
-1.420286,-1.730744
-1.3858546,-1.6594448
-1.3933032,-1.5952144
-1.3945136,-1.5579951
-1.3939184,-1.55848
-1.3921803,-1.5677198
-1.3821523,-1.5772582
-1.3143693,-1.557683
-1.2938395,-1.53607
-1.2242123,-1.3998365
-1.2309842,-1.3942318
-1.2327502,-1.3920345
-1.2282254,-1.3891358
-1.233924,-1.3956494
-1.2359037,-1.4077511
-1.2582691,-1.4338771
-1.2703581,-1.4328194
-1.23852,-1.3537253
-1.1715729,-1.2630136
-1.1454431,-1.2433181
-1.0742397,-1.2487442
-1.0552254,-1.2354771
-1.0521625,-1.239983
-1.0560265,-1.229577
-1.0492713,-1.1906482
-0.990554,-1.0988785
-0.9415543,-1.0559509
-0.8877393,-1.0489383
-0.87252235,-1.046519
-0.88794285,-1.0501542
-0.88458854,-1.0540923
-0.87619215,-1.0511892
-0.8642046,-1.0198354
-0.81328017,-0.91710013
-0.7934094,-0.88789415
-0.75624025,-0.88131666
-0.7348562,-0.8783706
-0.7106882,-0.8801379
-0.70806736,-0.87821984
-0.70664525,-0.87024003
-0.70466995,-0.8674016
-0.70184135,-0.8660157
